question,answer
Will Cbse Conduct Jee Mains?,"Jee Mains conducting authority is with NTA from 2019 onwards.NTA will be conducting exam twice a year, one in January and another in April."
Is Dropping A Year A Good Option For Jee?,"Dropping a year for JEE will be good if a candidate is serious about this exam. one also has to examine his or her potential and interest before taking the decision of dropping one year. also analyze your JEE mains result of the first attempt, if one is capable to get better score then go ahead for another one year of preparation with full dedication. do not be under pressure when you drop a year instead think positive about this one year as opportunity to crack JEE mains with high score and secure your future."
Is It Worth Taking A Drop For Jee?,"This is a highly dillemetic question for many a candidates who did not get good score in the first attempt. few will think dropping one year will be waste of time and in that on year they can complete one year of bachelor course. second thought comes is that of money as now a days, coaching demanding huge amount of money, so will that money be wasted. if a candidate really want to be in iit than dropping a year will be worth as even the statistical analysis says the JEE was cracked more in number by those who were droppers or repeaters."
Which Is Easier Bitsat Or Jee Mains?,"Bitsat has more number of questions which is 150 and additionally 12 more questions if the time is left and duration to solve the questions is 3 hours. level of questions in bitsat is low and around 70 percent of the questions are directly from class 12th formula based and theoretical. whereas in case of JEE mains number of questions are less than bitsat, JEE mains have 90 questions which needs to be solved in a duration of 3 hours but level of questions is very high and more logical based and tough."
What Are The Colleges Under Jee Mains?,"JEE Mains exam is an important exam as by cracking JEE Mains, a candidate can enter into various prestigious colleges in India, these include NITs, Government funded technical institutes, a number of good private engineering colleges, IIITs and also CFTIs. In order to get admission into23 IITs a candidate has to give JEE Advanced and the candidates who gets success in JEE Mains can appear in JEE Advanced."
What is JEE?,"JEE or Joint Entrance Examination is an all India level engineering entrance examination conducted for facilitating admissions into various undergraduate technical courses offered at prestigious colleges like IITs, NITs, IIITs and more. Due to the vastness of JEE syllabus and the level of competition, it is considered as one of the toughest engineering entrance examinations. Every year JEE is conducted in two phases: JEE Mains and JEE Advanced."
What is JEE Mains?,"JEE Mains is the first phase of JEE and is conducted by CBSE every year for admissions into various undergraduate courses offered at NITs, IIITs and other GFTIs. JEE Mains is also a qualifying examination for students targeting to appear for JEE Advanced. In the year 2017 around 1.2 Million students appeared for this exam and out of which top 2,20,000 students were qualified for appearing in JEE Advanced."
What is JEE Advanced?,JEE Advanced is the second phase of JEE and conducted by IITs on a rotation basis. Students are granted admissions into various undergraduate technical courses offered at IITs and ISM on the basis of marks obtained in JEE Advanced. From the year 2018 JEE Advanced will be conducted online.
What is the eligibility criteria for JEE Mains?,"Top 2,20,000 students from JEE Mains (Paper-1) are eligible for appearing in JEE Advanced. The Students belonging to the general category should have born on or after 1st October 1993 and ST, SC and PWD candidates should have born on or after 1st October 1988. Maximum two attempts in consecutive years are allowed in JEE Advanced."
How to crack the Joint Entrance Examination (JEE)?,"JEE is one of the toughest competitive entrance exams. A candidate has to prepare for JEE with dedication as the JEE syllabus is really extensive being an amalgamation of class 11th and class 12th syllabus. With tried and tested tricks, cracking JEE would become an easy task."
How do I prepare simultaneously for JEE and board exams?,JEE Mains and 12th Board exams almost come at the same time without much gap. It restricts the student to prepare exclusively for JEE. Thus it is important to study for both board exams and JEE simultaneously.
Which books are best for JEE preparation?,"Preparation of JEE is a tough task. The syllabus is vast and there is too much to read. Added to this, there are lots of books that are available in the market which adds on to the confusion. Before starting your JEE preparations know about the right books that have to be referred for studying JEE Physics, Chemistry, and Mathematics"
How Many Times Iit Exam Can Be Given?,"Nta is conducting JEE mains  twice in a year. if a candidate has passed class 12th board exam in 2017 can give JEE mains-2019 only, next year candidate can not appear for JEE mains. if the candidate has passed 12th exam in 2018 then the candidate can appear in 2019 and 2020 JEE mains as well. and if the candidate is appearing for class 12th board exam 2019, then he/she can appear in both the sessions of JEE mains in years 2019, 2020 and 2021."
Can I get admission in IIT without jee?,"Yes, it is possible to get admission in IIT without JEE, but in other courses than B.Tech. One can enter into IITs for other courses as well through JAM (Joint Admission Test) for M.Sc., GATE (Graduate Aptitude Test in Engineering),for designing courses UCEED (Undergraduate Common Entrance Examination for Design), CEED(Common Entrance Exam for Design), HSEE (Humanities and Social Sciences Entrance Exam), CAT (Common Admission Test) for MBA in IITs. So if one has dream to enter into IITs, there are so many other ways and courses except JEE."
How 12th marks important for JEE mains?,"According to the MHRD (Ministry of Human Resource Development), the final merit list will be given by considering 40 percent weightage of qualifying exam that is 12th board exam and 60 percent weightage of JEE Mains marks. Also the candidate must secure 50 % aggregate and passed in all the five subjects taken in 12th along with Chemistry, Mathematics and Physics. JEE Mains is the eligibility criteria for appearing in JEE Advanced to get into IITs. After studies are completed and the candidate seeking a job in a company, they will definitely prefer a candidate with good academic record. Percentage of marks required for IIT is 75 percent for candidates belonging to General, OBC-NCL and 65 percent to the candidates belonging to the categories like SC, ST, PwD. So the candidate who wants to appear for IIT exam must qualify 12th with 75 percent for General, OBC category and 65 percent for other reserved categories like SC, ST, PwD.Second phase of JEE is JEE Advanced, only those candidates who are able to qualify JEE Mains will be allowed to give JEE Advanced. If got good rank in JEE Advanced, door to IITs will open. So it is important to concentrate on 11th and 12th from day one to get a very good percentage in 12th board exam."
How Many Hours Should I Study For IIT?,"Studying hours does not have a hard and fast rules, few students study for 2 hours, few 4 hours. Important thing a student has to remember whenever you are studying, you should be completely into it. While studying chemistry topic, concentrate completely on that [particular topic of chemistry, do not think about maths or physics during that time. Revision after the study is very important, keep 1 to 2 hours for solving questions which you have studied. So 4 to 5 hours study starting form 11th class will be helpful for JEE. As the exam date approaches, say 6 months from the JEE Mains, the study hours need to be increased to 8 hours. Give more focus on revision and solving last year’s JEE Mains and Advanced question papers."
Can We Join IIT After 10th?,"After completing 10th, a student is not eligible to get admission into IIT in any course. He/she has to pass 12th with 75 percent for candidates belonging to General, OBC-NCL category and 65 percent to the candidates belonging to the categories like SC, ST, PwD. So the candidate who wants to appear for IIT JEE exam must qualify 12th with 75 percent for General, OBC category and 65 percent for other reserved categories like SC, ST, PwD."
Can We Do IIT After BSc?,"After completing B.Sc., they can enter IITs and IISC Bngalore for MS/ M.Sc. through the exam JAM."
How Many Students Get IIT Admission,"Lakhs of candidates appear every year for JEE Mains from which less than half of the candidates qualify for the JEE Advanced. Around 20000 to 25000 candidates qualify, out of which only 10000 candidates get success to get seat in 23 different IITs. As the number of IITs increasing, seats in IITs also increasing. Depending on the rank secured in JEE Advanced candidates get admission in the IITs depending on the list of IITs from top to bottom. So stay focussed on the preparation for JEE and grab a seat in one of the top IITs."
Can I cheat in JEE mains?,"No, you can not cheat in JEE Mains. This exam is conducted under high security. Moreover JEE Mains will be conducted in online or computer based mode, which makes use of secured IT Softwares which prevents the leaking of question papers. Candidates appearing for JEE Mains will undergo security check at the entrance of the Examination Centre. If candidate wearing shoes and shocks has to open and get it checked by security to prevent any kind of cheating in exam hall."
What is NTA UGC NET December 2019 Exam?,The University Grants Commission (UGC) has entrusted the responsibility of conducting UGC-NET to the NTA. UGC-NET is a test being conducted to determine the eligibility for Assistant Professor only or Assistant Professor & Junior Research fellowship both in college and university.
What is the responsibility of NTA for UGC NET December 2019?,"NTA has been established as a premier, specialist, autonomous and self-sustained testing organization to conduct entrance examination (UGC NET December 2019) for fellowship in college & University. UGC NET is a test being conducted to determine the eligibility for ‘Assistant Professor only’ OR ‘Assistant Professor & Junior Research Fellowship both’."
Online Application and Registration Date,9th September 2019 to 9th October 2019
Last for Application Fee Payment,10th October 2019  (upto 11:50 pm)
Downloading of Admit Cards,9th November 2019
UGC NET December 2019 Exam Dates,2nd to 6th December 2019
Date for announcing results,31st December 2019
What is the minimum ELIGIBILITY CRITERIA/qualification for appearing in UGC NET December 2019 Exam?,Candidates who are pursuing their master’s degree or equivalent courses or candidates who have appeared for their qualifying master’s degree (Final year) examination and whose result is still awaited or candidates whose qualifying examination have been delayed can appear in the UGC NET Dec 2019 Examination.
Age limit for Junior Research Fellowship (JRF)," Age Limit (As on December 01, 2019) 30 yrs"
Age limit for Assistant Professor,"Age Limit (As on December 01, 2019) No upper limit of age"
 Can I apply for multiple subjects while filling the online application form of UGC NET December 2019 Exam?,"A candidate can fill the application form in only one subject. You can choose out of subjects given in the Information Bulletin (ANNEXURE-III). However, filling in the Multiple Forms will cancellation of application form."
Is Aadhaar mandatory for UGC NET December 2019?,"It may be noted that Aadhaar Card is not a mandatory document for UGC NET December 2019 registrations. Candidates can free to provide any other valid Government ID number such as passport number, bank account number, etc."
Will the NTA UGC NET December 2019 Exam be conducted in ONLINE OR OFFLINE mode?,This will be computer based test and will be conducted through online mode only in the month of December 2019 on 2nd to 6th December 2019.
Is there any NEGATIVE MARKING in the NTA UGC NET December 2019 Exam?,There is no Negative Marking in UGC NET December 2019.
Will there be a SECTIONAL CUT-OFF in the NTA UGC NET December 2019 Exam?,"No, there will be no sectional cut-off in the exam."
What is the number of attempts for appearing in NTA UGC NET December 2019 Exam?,The NTA will hold the UGC NET Exam twice a year. The first was held in June 2019 and 2nd is going to be held in December 2019.
What action is to be taken if the candidate has opted English as a medium for examination and wants to appear in Hindi medium?,The medium should be filled while applying online however in CBT. You can also choose the medium during the examination.
 How long will the result/award of NTA UGC NET December 2019 Exam be valid?,"For Junior Research Fellowship: The validity period of the offer is three years w.e.f the date of issue of JRF Award letter. However, in case the candidate who has already joined M.Phil. /Ph.D., the date of commencement of Fellowship shall be from the date of declaration of NET result or date of their joining, whichever is later."
 I have no access to a computer and no experience with Computer Based Examination. How can I prepare for the exam?,NTA will identify schools and colleges with internet and computer facilities. The same will be designated as Test Practice Centers (TPCs) for facilitating free practice sessions on every Saturday and Sunday for UGC NET December 2019 aspirants. An NTA App is also available.
Can NTA fix the EXAMINATION CENTER in any city other than the options exercised by the candidates?,"The candidates have to select any four cities of their choice for examination of NET December 2019. The efforts will be made to allot city of examination to the candidates in order of the choice opted by them in their application form. However, this is not a guarantee."
How can I select the DATE AND SLOT OF EXAMINATION of UGC NET December 2019?,There is no facility for the candidates to choose the examination dates and shifts as the Selection of examination dates/shifts will be allotted by the NTA as per the availability in the four cities that you have opted for.
What is the reservation criteria for seats falling under the jurisdiction of States?,It is as per State Reservation Policy.
What do the candidates need to bring to the exam center?,"The candidate is required to bring following at the examination centre (Also read the Information Bulletin carefully):- Admit Card along with passport size photograph affixed on it. One passport size photograph to be affixed on attendance sheet. Candidates are advised not to bring any other item at the examination centres. There will not be any arrangement for safe keeping of any material at the centre. Neither NTA nor centre will be responsible for any loss, delay etc."
Will any candidate be able to leave early if he finishes the test before the allocated test time?,No candidate will be allowed to leave the examination hall/room before the test concludes.
" If one does not get Admit Card, whom should he/she contact?",Admit cards will not be sent to candidates. These will be uploaded on website. Candidates need to download the Admit Card from the website only. Candidates would be able to download the NTA UGC NET December 2019 Exam’s Admit Card from 9th November 2019 onwards.
How will one know the result of the NTA UGC NET December 2019 Exam?,"The result of UGC NET December 2019 will be uploaded on the website www.nta.ac.in/ www.ntanet.nic.in, as per schedule. The tentative result date is 31st December 2019 as per the latest notification."
Where will the NET Qualified Candidate get the E-Certificate?,"The role of NTA is only upto the conduct of NET Examination and declaration of result. The e-certificates to qualified candidate are issued by UGC- NET Bureau. So the candidates declared qualified in NET are informed to contact Head, UGC NET Bureau, University of Delhi, South Campus, Benito Juarez Marg , New Delhi, Pin Code-110021, Phone No. (011-24116316, 24115416, 24115419)."
Is there any helpline for NTA UGC NET December 2019 examination for the aspirants?," Yes. Details are available on website- www.nta.ac.in. The Helpline No.- 8076535482, 7703859909. E-mail: ugcnet-nta@nic.in Queries- net.nta@gmail.com."
Am I eligible for UGC NET after a PG diploma?,"If you have completed your PG Diploma from a recognized university or institution, you are eligible."
What is the age limit to apply for UGC NET Exam?,"As per the UGC NET Eligibility, there is no age limit for the assistant professor while the age of the candidates for the JRF should not exceed 30 years."
Will distance education be acceptable for UGC NET?,"Yes, distance education is accepted for the UGC NET Exam only if you enrolled in UGC approved or recognized institute or university."
What is the syllabus for UGC NET?,"The UGC NET Syllabus is different for each subject. After the changes made in the exam pattern, two papers will be included in the NET Exam."
Are there negative markings in the UGC NET Exam?,"No, there is no negative marking in the UGC NET Exam."
How to download the NTA UGC admit card 2019?,You can download the admit card following the steps which are given below: 1. Go to the official site and click on the Download Admit Card link.2. Enter your application number and password correctly.3. Click on the submit button to download your admit card.
Where will the UGC NET qualified candidates get the e-Certificate?,"NTA only conducts the UGC NET Exam and declares the result. The UGC NET e-Certificates are issued by UGC NET Bureau.Candidates who qualify the exam need to contact Head, UGC NET Bureau, University of Delhi, South Campus, Benito Juarez Marg, New Delhi, Pin Code – 110021.Ph No. – 011-24116316, 24115416, 24115419"
 What are the duration/timings of UGC-NET  2019?,The duration of UGC NET Exam is 3 Hours for both Papers. It is essential for the candidates to clear both the Papers to be known as a UGC NET qualified candidate.
What is the difference between NTA UGC NET and CSIR UGC NET?,"The Main difference between CSIR NET & UGC NET is that CSIR NET is conducted for the science stream candidates in five subjects while the UGC NET Exam is conducted for arts, commerce and other streams for more than 80 subjects.     There are differences in paper pattern, eligibility, career scope"
How long will the result/award of UGC-NET 2019 be valid?,"For Junior Research Fellowship: The validity period of the offer is three years w.e.f the date of issue of JRF Award letter. In case of candidate who has already joined M.Phil. /Ph.D., the date of commencement of Fellowship shall be from the date of declaration."
 Can an art student apply for the JRF NET?,"Yes, an arts student can apply for the related subjects in the UGC NET & JRF."
What is the mode of the UGC NET Exam?,The UGC NET Exam will be conducted in Computer Based Mode (online) only.
What is the salary of a UGC NET qualified person?,"After qualifying the UGC NET Exam, the assistant professor gets the salary of around INR 30000-45000 per month while the candidates, who applied for JRF get INR 25000 stipend.  "
Are B.Tech graduates eligible for the NET Exam?,"No, B.Tech. degree holders are not eligible for the NET exam. A post-graduation degree is a must for exam. The B.Tech degree holders can appear for CSIR NET."
 What is the eligibility for writing UGC JRF?,"Master’s degree with a minimum of 55% marks (50% for SC/ST/PWD). For JRF, the upper age limit is 30 years."
What are the dates of UGC NET December 2019 exam?,The UGC NET 2019 exam (December session) will be held from 2nd to 6th December 2019.
Can I take the UGC NET exam in any subject?,"No, candidates should take the subject of their post-graduation or any other related subject for the exam."
For how many subjects is the exam conducted for?,"Till July 2018 session, the exam was conducted for 84 subjects. However, a new subject ‘Sindhi’ is added from the 2018 December session NET exam."
"What is the NET test, and how can I become eligible for it?",NET (National Eligibility Test) is conducted for determining the eligibility of post-graduate students to become Assistant Professor in Indian Universities/colleges and for the award of Junior Research Fellowship. Candidates with Postgraduate degree are eligible for the exam. Do check if the subject of post-graduation exists in the list of subjects.
When will UGC NET 2019 December Session results be declared?,The result for UGC NET 2019 December session will be declared by 31st December 2019.
 Is the NET exam a descriptive type?,"No, NET is not a descriptive type exam. The questions are of Multiple Choice Type."
What is CSIR and UGC NET?,"Both the CSIR NET and UGC NET are conducted for candidates who seek for the position of Assistant Professor/Research Fellow in Indian Universities. However, CSIR NET is conducted for graduate and post-graduate students in the Science stream while UGC NET is conducted for post-graduate students in Humanities/Social Sciences/Computer Science and Application, Electronic Science etc."
Tell me about UGC-NET?,UGC-NET or University Grants Commission – National Eligibility Test is a test conducted to determine the eligibility for ‘Assistant Professor’ or ‘Assistant Professor & Junior Research Fellowship’ both in college and university.
How to know that my UGC NET is clear?,"You can check your result at the official website. Enter your registration number, roll number and DOB to check your result."
What is the age limit for UGC JRF?,The upper age limit for the UGC JRF exam is 30 years.
 How one can pay the Application fee?,"The application fee for the UGC NET Exam can be paid through the Credit Card, Debit Card, Net Banking or E-Challan"
 What is the question pattern of the NET Exam?,Objective type questions are asked in the NET Exam.
Is there negative marking in the NET Exam?,There is no scheme of negative marking in this exam.
 How many times will the UGC NET be conducted in 2019? Or when will the UGC NET 2019 examination be conducted?,"In the year 2019, the UGC NET exam is expected to be conducted twice – in June and December. The June exam has been successfully conducted from 20th to 26th June 2019. And, the December session exam is scheduled to be conducted from 2nd to 6th December 2019."
When can we download the June 2018 UGC NET E-certificate? Or how to get a UGC net original certificate after I clear the exam?,The UGC NET Eligibility Certificate is generally released after two or three months of result declaration. Those who will qualify the June 2019 exam can download the E-certificate from ugcnetonline.in.
How to get into ONGC through UGC-NET?,ONGC recruits executives at E1 level through NET exam. The notification will be released at the official ONGC website – ongcindia.com.
 For which jobs candidate become eligible by qualifying UGC NET Exam?,Candidates who qualify for the UGC NET exam become eligible to apply for the post of Assistant Professor at Indian Universities and Colleges.
When to get the Application form for UGC NET 2019 December session?,The application form process will begin on 9th September 2019 and will continue till 9th October 2019.
What should be the educational qualification to become eligible for NET Exam?,"Candidate should have done their Masters with a 55% marks in aggregate. However, the reserved category candidate should have 50% of the total marks to become eligible for the exam."
How to download the UGC NET 2019 admit card?,UGC NET 2019 admit cards will be released on the official website of NTA NET (ntanet.nic.in). Candidates can download using the following steps:  Find the link for admit card and click it. Enter your login details. Download the admit card and take a printout. 
What is the CSIR NET Exam?,CSIR NET Exam which is commonly known as National Eligibility Test is conducted by the Council for Scientific and Industrial Research for determining the eligibility for the lectureship and Research program in Science & Technology field.
 What is the difference b/w UGC NET and CSIR NET Exam?,"Well, there are many Differences between UGC NET and CSIR NET but the main difference between them that UGC NET is conducted by NTA (National Testing Agency) for the Arts, Commerc, Humanities, and other stream Students to determine the eligibility for Lectureship and Junior Research Fellowship.Whereas the CSIR NET Exam is conducted by the CSIR (Council of Scientific and Industrial Research) for the Science Stream Students in 5 Subjects."
What is the maximum age limit to apply for CSIR NET Exam?,"As per the CSIR NET Eligibility Criteria, the JRF aspirants can apply for the exam till the age of 28 years (GEN & OBC) or 33 Years (All Other Reserved Categories). Whereas, there is no age criteria is applicable for the candidates seeking to appear for lectureship exam."
Can I appear in the NET Exam while doing graduation? I am an Engineering Student.,"If you are in the final year of Graduation or in the First year of master’s you can appear in the CSIR NET exam but only for Junior Research Fellowship. The Engineering Students in Final Year may also apply for the JRF exam. For applying the post of Assistant Professor, you must have a Masters’ degree."
What are the Subjects in CSIR NET Exam?,The CSIR NET Exam is conducted in 5 Subjects – Chemical Sciences>>Earth Sciences>>Life Sciences>>Mathematical Sciences>>Physical Sciences
When is the CSIR NET Exam Notification Released?,The CSIR NET Notification has been released for June session on 19th February 2019.
What is the Cutoff Marks to qualify the CSIR NET Exam?,There are 5 Subjects in CSIR NET and the CSIR NET Cutoff is different for each subject. The NET JRF Cutoff is generally higher than the lectureship.
From where I can download the CSIR NET Admit Card?,The CSIR NET Admit Card will be released in the first week of June 2019.To Download the Admit Card you can get the simple steps from the above-mentioned link.
 How much stipend I would be avail if qualified the CSIR NET Exam?,The CSIR NET Aspirants who qualify the NET Exam is applicable for the CSIR NET Fellowship worth INR 25000 per month +HRA as per the CSIR Norms.
 How do I get the CSIR NET Certificate?," CSIR NET Certificate is provided to those who are qualify the exam. After the result declaration, successful aspirants are required to send self-attested photocopies of documents that can prove their educational eligibility. UGC will issue a qualifying certificate on behalf of CSIR after verifying the documents."
Can a Non-Science Student appear in the CSIR NET Exam?, The CSIR NET Exam is conducted for Science Students. The Non-Science Students can appear in UGC NET Exam for making a career in the Lectureship and Research.
 What is the validity of CSIR NET Certificate?," For Junior Research Fellowship, the validity period of CSIR NET Score Card is 3 years and the certificate is valid for lifetime for Assistant Professor."
" I have completed Masters, but confused about the subject to prepare for CSIR NET Exam?","Most of the students face this confusion related to the subject to choose for CSIR NET. Do not worry, check out the eligibilities of CSIR NET Subjects and start your preparations in the right direction."
What is the maximum age for appearing in CSIR UGC NET Exam?,"The upper age limit for applying for the award of JRF shall be 28 years, which is relaxed up to 5 years for candidates belonging 
To Schedule Castes/Schedule Tribes, Women, Physically Handicapped and OBCs.
However, there is no upper age limit for those applying for Lectureship.
"
What is the maximum term for JRF?, The total tenure as JRF plus SRF(NET) will not exceed five years. This will include the tenure of Fellowship awarded by UGC/DST/DBT/ICMR/ICAR etc or any other funding agency/Institution.
Which organisation conducts CSIR-UGC (JRF/NET) Exam?,The Council of Scientific and Industrial Research (CSIR) conducts the Joint CSIR-UGC (JRF/NET) Exam.
What is the frequency of the test?,CSIR-UGC (JRF/NET) is conducted twice a year tentatively on Sunday around 20th of June and December (twice a year).
What is the purpose of CSIR-UGC (JRF/NET) test?,CSIR-UGC (JRF/NET) is conducted to determine the eligibility of the Indian National candidates for the award of Junior Research Fellowships (JRF) and for determining eligibility for appointment of Lecturers/Assistant Professors (NET) in certain subject areas falling under the faculty of Science & Technology.
How much fellowship is payable after qualifying CSIR-UGC (JRF/NET) Exam?,"The candidates qualifying for CSIR-JRF or UGC-JRF are granted fellowship for 5 years to pursue research work. The Junior Research Fellowship (JRF) payable to the candidate is Rs.25000/- per month for first two years. After assessing the progress at the end of two years by a committee, the fellowship is increased to Rs. 28000/- pm for next three years and designated as Senior Research Fellowship (SRF). In addition, annual contingent grant of Rs. 20,000/- will be provided to the University/Institution."
What is the validity of CSIR-UGC (JRF/NET) Exam?,A candidate can join fellowship within two years after qualifying the CSIR-UGC (JRF/NET) Exam. For the appointment of Lecturers/Assistant Professors (NET) remains valid forever.
Can M.Sc. appearing students apply for CSIR-UGC (JRF/NET) Exam?,Candidates enrolled for M.Sc. or having completed 10+2+3 years of the required qualifying Exam may apply under Result Awaited (RA) category & submit attestation format as given in the application form.
What is the AGE LIMIT & RELAXATION to OBC/SC/ST/Persons with Disability(PwD) and female applicants?,"For JRF (NET): Maximum age for JRF (NET) is 28 years, whereas there is no age limit for LS (NET). Upper age limit for JRF (NET) may be relaxed up to 5 years in case of SC/ST/Persons with Disability(PwD)/female applicants and 03 years in case of OBC (non creamy layer) applicants."
When CSIR-UGC (JRF/NET) Exam is notified and conducted?,Online Application forms are usually available in the month of March for June Exam. and in August-Sept. for Dec. Exam. Exam is held on Sunday around 20th of June/Dec. Subject wise schedule of examination whether morning or Evening sessions.
What is the SCHEME of the CSIR-UGC (JRF/NET) test?,"The single paper MCQ based test is held, duration of the Exam is 3 hours and Maximum Marks are 200.If a question for any reason found wrong, the benefit of marks will be given to only those candidates who attempt the question."
What about negative marking in the CSIR-UGC (JRF/NET) Exam?,"Negative marking for wrong answers shall be @ 25% for Part A, B and C of the question paper in case of Chemical Sciences, Life Sciences and Physical Sciences however in Mathematical Sciences negative marking will be applicable to Part A & B only."
Please provide list of EXAMINATION CENTRES for CSIR-UGC (JRF/NET) Exam.,"The test will be held at 27 Centres spread all over India, as specified below: Bangalore, Bhavnagar, Bhopal, Bhubaneshwar, Chandigarh, Chennai, Cochin, Delhi, Guntur, Guwahati, Hyderabad, Imphal, Jammu, Jamshedpur, Jorhat, Karaikudi, Kolkata, Lucknow, Nagpur, Pilani, Pune, Raipur, Roorkee, Srinagar, Thiruvananthapuram, Udaipur and Varanas"
What is the fee structure for CSIR-UGC (JRF/NET) Exam?,"Category Wise Fee Details:
1. General Rs. 1000/-
2. Other Backward Classes (OBC)-Non Creamy Layer Rs. 500/-
3. SC/ST/ Persons with Disability (PwD) Rs. 250/-."
Can a candidate change entries made in the original application form at later stage?,Candidate should exercise due care in filling up the application form. No change in the entries made in the original application form will be allowed at later stage.
Can a candidate get duplicate copy of OMR and test booklet?,The candidates will be permitted to take their Test Booklet and also the carbonless duplicate copy of OMR sheet with them after the completion of the examination for their reference/record.
Will candidates get extra time to fill entries on OMR answer sheet and read instruction?,The OMR Answer Sheets shall be distributed to the candidates 15 minutes before the scheduled start of the exam while the Test Booklet shall be distributed 5 minutes before the scheduled start of the exam to enable the candidates to go through the instructions and correctly fill up the required particulars.
Is any document required to be submitted by successful candidates?,"The candidates declared successful will be required to submit a copy of their e-Admit Card, matriculation certificate as a proof of age, required degree certificate/mark sheet, proof of enrolment in integrated MS-Ph D. program to Examination Unit, Human Resource Development Group, CSIR Complex, Opposite Institute of Hotel Management, Library Avenue, Pusa, New Delhi 110012 for verification etc."
What particulars are required for correspondence with CSIR?,"All communications to CSIR should invariably contain the following particulars, failing which no response is possible: (a) Name of the candidate (in full and in BLOCK LETTERS) (b) Date of Birth (c) Application Online No. (d) Subject (e) Medium of Exam (f) Centre for Examination."
Is there negative marking in CSIR NET Exam ?,"Yes, there is negative marking for wrong answers and shall be applicable as per subject wise scheme of Exam"
 How many times CSIR NET Exam is conducted in a year?,The tests are conducted twice in a year on all India basis generally in the months of June and December
What all document to be uploaded in CSIR NET Application?," the following Documents are required to be uploaded during filling the online application form

Scanned recent passport size photograph with light background in JPEG/JPG format
Scanned Signature JPEG/JPG format
Qualifying final/last marksheet or testimonials
Category Certificate as proof that you belong to SC/ST/OBC (non-creamy layer)
PwD Certificate
Candidates applying under Result Awaited (RA) category should upload the Attestation Form duly attested by the HoD of the 
University/College/Institute
 "
Will Admit Cards be sent by post?," No, Admit Card will not be sent by post. Candidates are required to download the e-Admit Cards from the website www.csirhrdg.res.in."
What documents are to be carried on CSIR NET Examination day?,"Candidates are required to bring a photo identity card such as voter ID Card/PAN Card/Driving License /Aadhaar Card/Photo ID Card issued PSU/Central/State Govt./ID Card issued by University/ College, along with a printout of their online e-Admit Card on the day of examination."
Is it difficult to crack CSIR UGC NET Exam. Is it really tough ?,"Honestly, it all depends on how well you are prepared for the CSIR UGC NET Exam. If you want to get through, All you need it
 Thorough Preparation and proper understanding of the subject. Just mugging up won't be of any help.

 "
Difference between CSIR NET and UGC NET?,"The CSIR NET conducted for the Science stream, including Life Sciences, Physical Sciences, Chemical Sciences, Mathematical Sciences and Earth Atmospheric Ocean and Planetary Sciences.Whereas the UGC NET is conducted for all the other streams. Read Complete Article >> 5 Clear Differences between UGC NET and CSIR UGC NET  "
Can a final year MSc student apply for CSIR UGC NET?,"Yes,  M.Sc qualification OR under M.Sc Result Awaited (RA) category shall be eligible for Lectureship (LS) subject to fulfilling the
 eligibility criteria as laid down by the UGC. This means that the Candidates enrolled for M.Sc or having completed 10+2+3 years 
Of the above qualifying examination as on the closing date of online submission of application form, are also eligible to apply."
How do they decide the cut-off marks for the CSIR NET JRF Exam?,"This exam has fixed number of seats every year and on that basis, they decide the cut-off. It is entirely in the hands of checkers."
When will I get the answer key of CSIR UGC NET?,"As soon as the exam is conducted, a lot of website releases their answer keys. Apart from that the official website of CSIR exam https://www.csirhrdg.res.in/also displays their answer keys which are made available for a time period of one week. Maximum number of aspirants relies on this link since the official website itself releases it."
Can a final year MSc student apply for CSIR NET?,"Yes, candidates who are in final year of MSc are eligible to apply for CSIR NET under result awaited (RA) category."
Who can apply for the CSIR NET Exam?,Those who have pursued any of the following degrees can apply for CSIR NET Exam -Master of Science>>Integrated BS & MS Courses>>Graduation in Engineering>>B- Pharma/D-Pharm/M-Pharma>>MBBS
" 

How to prepare for CSIR NET Life Science?
                                  Or
How to clear CSIR NET Life Science?","



Cracking the CSIR NET exam in the first attempt is everyone’s dilemma. While the exam is tough but if you get right guidance 
and preparation material you can do it.
Eduncle is one of the best platforms that provides the best Study Material, Notes, Previous Year Questions, Mock Tests and
Complete Syllabus for CSIR NET Life Sciences.

 

 "
How to prepare for CSIR UGC NET Chemical Science?," Chemical Science is divided into three major parts- Physical Chemistry, Organic Chemistry and Inorganic Chemistry. 
Each topic in Chemical Science requires different strategy and methods.

 
"
What is CSIR NET?,"CSIR UGC NET (commonly called as CSIR NET) is a national-level exam conducted to select candidates for the award of Junior 
Research Fellowship (JRF) and for determining their eligibility for appointment as lecturers in Indian universities and colleges.
 Candidates clearing CSIR NET exam can become lecturers in the subject areas falling under the faculty of Science & Technology
 Only."
How many times is CSIR UGC NET conducted in a year?,CSIR UGC NET is conducted twice a year in typically the months of June and December.
How many attempts are allowed for CSIR NET?, There is no limitation on the number of attempts that candidates can take for CSIR NET exam.
 In how many languages is the CSIR NET question paper available?,The questions in CSIR NET paper are asked in two languages – Hindi and English.  
 How much stipend is given to candidates qualifying the exam for JRF?,"Qualifying candidates are given a stipend of Rs 31,000 per month for the first two years. The stipend is increased to Rs 35,000 for the third and subsequent years if the fellow is registered for PhD."
How many attempts CSIR NET?,here is no limit on maximum numbers of attempts but there is an age limit of maximum 28 years for JRF(NET) and 5 years relaxation for any reserved caste like SC/ST/OBC.
